Position,247 Comp.,247 or Prepstar,Cl1,Era,ESPN/ Lemming,Ht/Wt*1,Last Year1,Name1,NFL Draft (group),NFL Draft1,Offense/Defense,"On3, Scout or Superprep",Past/Present/Future,Past/Present/Future (copy),Rivals or NRA,Pos1,Position (group),UM rk,☆S
FB,-,BlueChip Illustrated: Dream Team,1993 (Moeller),1990-'94 (Moeller),"Lemming: #7 OLB, #2 Mid-Atl",6'4/248,1993,J.J. Brown,Not Drafted,Not Drafted,True,Superprep: #2 ILB,Former players,Former players,-,FB,Offense,1,4.56
FB,-,-,1998 (Carr),1995-'07 (Carr),"Lemming: #3 DE, #54 OVR",6'3/255,2001,Dave Armstrong,Not Drafted,Not Drafted,True,"Superprep: #16 LB, #4 PA",Former players,Former players,"5.9 (#3 NT), #88 OVR",FB,Offense,2,4.56
FB,-,"BlueChip Illustrated: #3 RB, #16 OVR",1994 (Moeller),1990-'94 (Moeller),"Lemming: #6 RB, #4 MW",6'1/225,1997,Chris Floyd,1st Day (Rnd 1-3),3rd,True,"Superprep: #7 RB, #3 MW (AA)",Former players,Former players,6.0 (#4 FB),FB,Offense,3,4.54
FB,-,-,1997 (Carr),1995-'07 (Carr),"Lemming: #2 FB, #48 OVR, #9 MW",6'2/265,1998,Demetrius Smith,Not Drafted,Not Drafted,True,"Superprep: #17 DL, #5 MW",Former players,Former players,5.9 (#1 NT),FB,Offense,4,4.53
FB,"0.9442 (#7 TE), #79 OVR",-,2003 (Carr),1995-'07 (Carr),"Lemming: #4 DT, #79 OVR",6'3/254,2006,Will Paul,Not Drafted,Not Drafted,True,"5* (#2 TE), #30 OVR",Former players,Former players,"5.8 (#7 TE), #2 MO",FB,Offense,5,4.47
FB,"0.9419 (#11 DT), #121 OVR","94 (#11 DT), #120 OVR",2013 (Hoke),2011-'14 (Hoke),"82 (#22 DT), #255 OVR",6'4/270,2017,Henry Poggi,Not Drafted,Not Drafted,True,"4* (#15 DT), #143 OVR",Former players,Former players,"6.0 (#5 DT), #70 OVR",FB,Offense,6,4.39
FB,-,-,1990 (Moeller),1990-'94 (Moeller),Lemming: #13 DE,6'4/240,1992,Greg McThomas,Not Drafted,Not Drafted,True,-,Former players,Former players,-,FB,Offense,7,4.36
FB,-,"BlueChip Illustrated: #9 RB, All American",1993 (Moeller),1990-'94 (Moeller),Lemming: #2 FB,6'2/245,1994,Jon Ritchie,1st Day (Rnd 1-3),3rd,True,Superprep: #9 RB (AA),Former players,Former players,"Emfinger:
 #1 FB",FB,Offense,8,4.35
FB,-,-,1991 (Moeller),1990-'94 (Moeller),"Lemming:#21 RB, #91 OVR",6'2/240,1994,Che' Foster,Not Drafted,Not Drafted,True,-,Former players,Former players,-,FB,Offense,9,4.26
FB,-,BCI: 2nd tm AA,1993 (Moeller),1990-'94 (Moeller),"Lemming:#6 ILB, #8 Southwest, All American",6'2/220,1995,George Howell,Not Drafted,Not Drafted,True,"Superprep: #27 ILB, #25 TX (AA)",Former players,Former players,-,FB,Offense,10,4.13
FB,"0.8953 (#2 FB), #299 OVR","90 (#1 FB), not ranked",2013 (Hoke),2011-'14 (Hoke),"79 (#1 FB), #62 MW",6'3/245,2016,Wyatt Shallman,Not Drafted,Not Drafted,True,"4* (#2 FB), #293 OVR",Former players,Former players,"5.8 (#18 ATH), #6 MI",FB,Offense,11,3.9
FB,-,-,2006 (Carr),1995-'07 (Carr),"77 (#18 OLB), #38 MW",6'1/193,2007,Quintin Patilla,Not Drafted,Not Drafted,True,3* (#58 LB),Former players,Former players,"5.7 (#26 OLB), #6 MI",FB,Offense,12,3.87
FB,-,BCI: #5 RB Midwest,1996 (Carr),1995-'07 (Carr),"Lemming: #5 FB, #6 MW",6'2/240,1997,John Anes,Not Drafted,Not Drafted,True,"Superprep: #6 FB, #18 MW (AA)",Former players,Former players,All-Am (#7 FB),FB,Offense,13,3.81
FB,-,-,1997 (Carr),1995-'07 (Carr),-,6'2/210,1998,Ray Jackson,UDFA,UDFA,True,Superprep: #49 MW,Former players,Former players,-,FB,Offense,14,3.79
FB,"0.8575 (#29 TE), #666 OVR","86 (#31 TE), not ranked",2013 (Hoke),2011-'14 (Hoke),"79 (#8 TE-H), #59 MW",6'2/235,2017,Khalid Hill,UDFA,UDFA,True,3* (#18 TE),Former players,Former players,"5.6 (#32 TE), #21 MI",FB,Offense,15,3.66
FB,-,-,2002 (Carr),1995-'07 (Carr),-,6'0/235,2006,Obi Oluigbo,Not Drafted,Not Drafted,True,not rated,Former players,Former players,5.6 (#25 ILB),FB,Offense,16,3.64
FB,"0.8508 (#63 S), #779 OVR","89 (#34 S), not ranked",2014 (Hoke),2011-'14 (Hoke),"77 (#71 OLB), #88 MW",6'2/226,2018,Jared Wangler,Not Drafted,Not Drafted,True,3* (#53 OLB),Former players,Former players,"5.6 (#NR OLB), #16 MI",FB,Offense,17,3.63
FB,-,-,1992 (Moeller),1990-'94 (Moeller),Lemming: #29 ILB,6'3/215,1996,Mike Vanderbeek,Not Drafted,Not Drafted,True,-,Former players,Former players,-,FB,Offense,18,3.62
FB,"0.851 (#32 ILB), #806 OVR","85 (#36 ILB), #903 OVR",2017 (Harbaugh),2015-> (Harbaugh),"80 (#30 OLB), #51 East",6'3/247,2020,Ben Mason,2nd Day (Rnd 4-7),5th,True,3* (#65 DE),Former players,Former players,5.6 (#35 ILB),FB,Offense,19,3.6
FB,"0.851 (#89 RB), not ranked",-,2010 (Rodriguez),2008-'10 (Rodriguez),"77 (#50 RB), #NR Midlands",6'0/235,2012,Stephen Hopkins,Not Drafted,Not Drafted,True,3* (#52 RB),Former players,Former players,5.5 (#NR RB),FB,Offense,20,3.52
FB,"0.8556 (#9 FB), #417 OVR",-,2004 (Carr),1995-'07 (Carr),Lemming: #24 FB,6'1/230,2004,Roger Allison,Not Drafted,Not Drafted,True,4* (#17 LB),Former players,Former players,"5.6 (#9 FB), #8 MI",FB,Offense,21,3.52
FB,-,BlueChip Illustrated: #Honorable Mention-All Midwest,1996 (Carr),1995-'07 (Carr),-,6'0/240,1996,Jason Foster,Not Drafted,Not Drafted,True,-,Former players,Former players,-,FB,Offense,22,3.5
FB,"0.8588 (#6 FB), #705 OVR","83 (#6 FB), not ranked",2012 (Hoke),2011-'14 (Hoke),"72 (#4 FB), #220 West",6'0/215,2015,Sione Houma,Not Drafted,Not Drafted,True,3* (#5 FB),Former players,Former players,5.5 (#5 FB),FB,Offense,23,3.5
FB,-,-,1999 (Carr),1995-'07 (Carr),All-American,6'3/210,2002,B.J. Askew,1st Day (Rnd 1-3),3rd,True,-,Former players,Former players,3* (#66 DE),FB,Offense,24,3.44
FB,-,-,2001 (Carr),1995-'07 (Carr),Lemming: #22 FB,6'3/250,2002,Sean Sanderson,Not Drafted,Not Drafted,True,"Superprep: #3 FB, #7 TN",Former players,Former players,2* (#NR FB),FB,Offense,25,3.12
FB,-,-,2000 (Carr),1995-'07 (Carr),Lemming: #24 FB,6'1/220,2004,Kevin Dudley,UDFA,UDFA,True,Superprep: #46 MW,Former players,Former players,2* (#NR FB),FB,Offense,26,3.07
FB,-,walk-on,2011 (Hoke),2011-'14 (Hoke),walk-on,6'0/230,2015,Joe Kerridge,UDFA but NFL player,UDFA+,True,walk-on,Former players,Former players,walk-on,FB,Offense,27,2.67
WR,-,-,1992 (Moeller),1990-'94 (Moeller),Lemming: #1 WR,6'3/180,1995,Amani Toomer,1st Day (Rnd 1-3),2nd,True,-,Former players,Former players,-,WR,Offense,1,4.95
WR,"0.9922 (#1 WR), #12 OVR","98 (#2 WR), #29 OVR",2017 (Harbaugh),2015-> (Harbaugh),"88 (#4 WR), #22 OVR",6'2/193,2019,Donovan Peoples-Jones,2nd Day (Rnd 4-7),6th,True,"5* (#1 WR), #22 OVR",Former players,Former players,"6.1 (#1 WR), #12 OVR",WR,Offense,2,4.9
WR,-,"Prepstar: #3 WR, #1 WR ACC Region",1998 (Carr),1995-'07 (Carr),"Lemming: #1 WR, #7 OVR",6'3/197,2000,David Terrell,1st Day (Rnd 1-3),1st,True,"Superprep: #4 WR, #23 OVR",Former players,Former players,6.1 (#2 WR),WR,Offense,3,4.89
WR,-,"Prepstar: #2 WR, #1 East",1998 (Carr),1995-'07 (Carr),"Lemming: #2 WR, #13 OVR",6'3/195,2001,Marquise Walker,1st Day (Rnd 1-3),3rd,True,"Superprep: #1 WR, #3 OVR",Former players,Former players,6.1 (#3 WR),WR,Offense,4,4.88
WR,-,-,1992 (Moeller),1990-'94 (Moeller),Lemming: #4 WR,5'11/180,1995,Mercury Hayes,2nd Day (Rnd 4-7),5th,True,-,Former players,Former players,-,WR,Offense,5,4.85
WR,"0.9785 (#6 WR), #52 OVR",-,2005 (Carr),1995-'07 (Carr),-,6'0/180,2007,Mario Manningham,1st Day (Rnd 1-3),3rd,True,"4* (#7 WR), #64 OVR",Former players,Former players,"6.0 (#5 WR), #45 OVR",WR,Offense,6,4.75
WR,-,-,1994 (Moeller),1990-'94 (Moeller),Lemming:#13 WR,5'8/169,1996,Tyrone Butterfield,Not Drafted,Not Drafted,True,-,Former players,Former players,6.1 (#2 RB),WR,Offense,7,4.72
WR,"0.9772 (#9 WR), #48 OVR",-,2008 (Rodriguez),2008-'10 (Rodriguez),"85 (#14 WR), #71 OVR",6'2/180,2011,Darryl Stonum,Not Drafted,Not Drafted,True,"4* (#12 WR), #73 OVR",Former players,Former players,"6.0 (#7 WR), #41 OVR",WR,Offense,8,4.7
WR,"0.9767 (#8 WR), #58 OVR",-,2005 (Carr),1995-'07 (Carr),"Lemming: #11 DB, #67 OVR",6'0/195,2007,Antonio Bass,Not Drafted,Not Drafted,True,"4* (#9 WR), #69 OVR",Former players,Former players,"6.0 (#5 ATH), #49 OVR",WR,Offense,9,4.68
WR,-,"BlueChip Illustrated: #4 WR, All American",1993 (Moeller),1990-'94 (Moeller),"Lemming: #4 WR, #10 MW",5'11/165,1994,Seth Smith,Not Drafted,Not Drafted,True,"Superprep: #2 WR, #4 MW (AA)",Former players,Former players,-,WR,Offense,10,4.67
WR,-,-,1991 (Moeller),1990-'94 (Moeller),Lemming: #2 WB,6'0/170,1993,Felman Malveaux,UDFA,UDFA,True,-,Former players,Former players,-,WR,Offense,11,4.66
WR,"0.9663 (#7 WR), #67 OVR","96 (#12 WR), #88 OVR",2014 (Hoke),2011-'14 (Hoke),"84 (#10 WR), #85 OVR",6'4/180,2017,Drake Harris,Not Drafted,Not Drafted,True,"4* (#8 WR), #52 OVR",Former players,Former players,"5.9 (#15 WR), #115 OVR",WR,Offense,12,4.6
WR,"0.9648 (#12 WR), #76 OVR","93 (#13 WR), #98 OVR",2021 (Harbaugh),2015-> (Harbaugh),"84 (#22 WR), #124 OVR",6'1/160,2021,Xavier Worthy,Still in College,2025,True,-,Former players,Former players,"5.9 (#11 WR), #65 OVR",WR,Offense,13,4.54
WR,"0.9311 (#13 WR), #118 OVR",-,2002 (Carr),1995-'07 (Carr),"Lemming: #5 WR, #49 OVR",6'1/200,2005,Jason Avant,2nd Day (Rnd 4-7),4th,True,"4* (#10 WR), #76 OVR",Former players,Former players,5.8 (#13 WR),WR,Offense,14,4.51
WR,"0.9564 (#11 WR), #94 OVR",-,2009 (Rodriguez),2008-'10 (Rodriguez),"85 (#8 WR), #67 OVR",6'0/178,2011,Je'Ron Stokes,Not Drafted,Not Drafted,True,"4* (#17 WR), #169 OVR",Former players,Former players,"5.9 (#14 WR), #104 OVR",WR,Offense,15,4.51
WR,-,"BlueChip Illustrated: #6 DB, #2 DB Midwest",1995 (Carr),1995-'07 (Carr),"Lemming: #5 S, #20 MW",6'3/190,1999,DiAllo Johnson,Not Drafted,Not Drafted,True,"Superprep: #6 ATH, #8 MW (AA)",Former players,Former players,"Emfinger:
 Top 105",WR,Offense,16,4.51
WR,-,"BCI: #3 WR Midwest, All American",1995 (Carr),1995-'07 (Carr),"Lemming: #4 WR, #15 MW",6'4/185,1998,Tai Streets,2nd Day (Rnd 4-7),6th,True,"Superprep: #5 WR, #7 MW (AA)",Former players,Former players,"5.9 (#5 WR), #105 OVR",WR,Offense,17,4.51
WR,-,BlueChip Illustrated: #19 WR,1994 (Moeller),1990-'94 (Moeller),"Lemming: #12 WR, #16 MW",6'0/180,1998,Todd Brooks,Not Drafted,Not Drafted,True,"Superprep: #16 WR, #10 MW (AA)",Former players,Former players,-,WR,Offense,18,4.49
SL,"0.958 (#17 WR), #92 OVR","93 (#27 WR), #141 OVR",2020 (Harbaugh),2015-> (Harbaugh),"84 (#16 WR), #112 OVR",5'10/183,On Team,AJ Henning,Still in College,2025,True,-,Current players,Current players,"5.9 (#14 WR), #86 OVR",SL,Offense,19,4.49
WR,"0.9369 (#18 WR), #115 OVR",-,2004 (Carr),1995-'07 (Carr),"Lemming: #5 WR, #43 OVR",6'3/180,2007,Adrian Arrington,2nd Day (Rnd 4-7),7th,True,"4* (#11 WR), #66 OVR",Former players,Former players,"5.8 (#17 WR), #1 IA",WR,Offense,20,4.48
WR,"0.9451 (#19 WR), #131 OVR","93 (#30 WR), #172 OVR",2022 (Harbaugh),2015-> (Harbaugh),"82 (#23 WR), #181 OVR",6'3/205,0,Darrius Clemons,Still in High School,2026,True,"4* , 96, #47 Ovr
 #5 WR, #1 OR",Class of 2022,Commits,"5.9 (#18 WR), #91 OVR",WR,Offense,21,4.48
SL,-,-,1999 (Carr),1995-'07 (Carr),-,5'11/180,2003,Brent Cummings,Not Drafted,Not Drafted,True,Superprep: #6 RB (AA),Former players,Former players,3* (#23 WR),SL,Offense,22,4.45
WR,-,BCI: #3 WR Southwest,1996 (Carr),1995-'07 (Carr),"Lemming: #8 WR, #14 SW (AA)",6'0/175,1997,Aaron Wright,Not Drafted,Not Drafted,True,"Superprep: #8 WR, #10 TX (AA)",Former players,Former players,-,WR,Offense,23,4.39
WR,"0.9446 (#20 WR), #113 OVR","94 (#21 WR), #131 OVR",2016 (Harbaugh),2015-> (Harbaugh),"82 (#22 WR), #179 OVR",6'2/186,2017,Kekoa Crawford,Still in College,2022,True,"4* (#24 WR), #134 OVR",Former players,Former players,"5.9 (#26 WR), #129 OVR",WR,Offense,24,4.38
WR,"0.9417 (#17 WR), #122 OVR","92 (#28 WR), #194 OVR",2017 (Harbaugh),2015-> (Harbaugh),"81 (#33 WR), #225 OVR",6'3/208,2019,Tarik Black,Still in College,2023,True,"4* (#16 WR), #90 OVR",Former players,Former players,"5.9 (#11 WR), #76 OVR",WR,Offense,25,4.37
WR,"0.9373 (#16 WR), #119 OVR",-,2007 (Carr),1995-'07 (Carr),"78 (#43 WR), #NR East",6'3/205,2008,Toney Clemons,UDFA,UDFA,True,"4* (#10 WR), #68 OVR",Former players,Former players,"5.9 (#12 WR), #91 OVR",WR,Offense,26,4.34
WR,"0.9528 (#16 WR), #115 OVR","94 (#14 WR), #92 OVR",2022 (Harbaugh),2015-> (Harbaugh),"83 (#18 WR), #135 OVR",6'0/175,0,Tyler Morris,Still in High School,2026,True,"4* , 90, #NR Ovr
 #50 WR, #10 IL",Class of 2022,Commits,"5.9 (#21 WR), #152 OVR",WR,Offense,27,4.33
WR,"0.9353 (#23 WR), #136 OVR","92 (#29 WR), #200 OVR",2017 (Harbaugh),2015-> (Harbaugh),"82 (#21 WR), #150 OVR",6'4/195,2019,Nico Collins,1st Day (Rnd 1-3),3rd,True,"4* (#24 WR), #178 OVR",Former players,Former players,"5.9 (#17 WR), #120 OVR",WR,Offense,28,4.31
WR,"0.9374 (#9 ATH), #132 OVR","93 (#11 ATH), #169 OVR",2016 (Harbaugh),2015-> (Harbaugh),"82 (#33 WR), #216 OVR",6'3/206,2016,Ahmir Mitchell,Not Drafted,Not Drafted,True,"4* (#23 WR), #131 OVR",Former players,Former players,"5.9 (#30 WR), #139 OVR",WR,Offense,29,4.31
WR,"0.919 (#23 WR), #174 OVR","Lemming: #10 WR, # - OVR",2006 (Carr),1995-'07 (Carr),"78 (#33 WR), #100 SE",6'3/190,2009,Greg Mathews,Not Drafted,Not Drafted,True,3* (#39 WR),Former players,Former players,"5.9 (#8 WR), #93 OVR",WR,Offense,30,4.28
WR,-,-,1999 (Carr),1995-'07 (Carr),Lemming: #17 WR,6'0/175,2002,Ronald Bellamy,UDFA,UDFA,True,-,Former players,Former players,3* (#23 WR),WR,Offense,31,4.27
WR,-,-,1999 (Carr),1995-'07 (Carr),Lemming: #11 WR,6'3/205,2003,Tyrece Butler,Not Drafted,Not Drafted,True,"Superprep: #22 WR, #29 MW",Former players,Former players,3* (#39 WR),WR,Offense,32,4.24
WR,"0.9294 (#26 WR), #175 OVR","93 (#24 WR), #160 OVR",2019 (Harbaugh),2015-> (Harbaugh),"81 (#33 WR), #239 OVR",6'3/195,On Team,Cornelius Johnson,Still in College,2024,True,-,Current players,Current players,"5.8 (#27 WR), #171 OVR",WR,Offense,33,4.23
WR,-,-,1996 (Carr),1995-'07 (Carr),-,6'1/170,1999,Marcus Knight,UDFA,UDFA,True,"Superprep: #11 ATH, #20 SE (AA)",Former players,Former players,-,WR,Offense,34,4.23
WR,"0.9251 (#28 WR), #169 OVR","97 (#7 WR), #47 OVR",2017 (Harbaugh),2015-> (Harbaugh),"80 (#60 WR), #35 MW",6'1/188,2018,Oliver Martin,Still in College,2023,True,"4* (#30 WR), #216 OVR",Former players,Former players,"5.8 (#35 WR), #206 OVR",WR,Offense,35,4.22
WR,"0.9239 (#21 WR), #154 OVR",-,2007 (Carr),1995-'07 (Carr),"84 (#4 WR), #19 OVR",6'1/205,2011,Junior Hemingway,2nd Day (Rnd 4-7),7th,True,4* (#26 WR),Former players,Former players,"5.7 (#38 WR), #12 SC",WR,Offense,36,4.2
SL,-,-,1990 (Moeller),1990-'94 (Moeller),Lemming: #30 WR,5'10/190,1990,Allen Woodard,Not Drafted,Not Drafted,True,-,Former players,Former players,-,SL,Offense,37,4.17
SL,"0.9 (#15 ATH), #190 OVR",-,2002 (Carr),1995-'07 (Carr),Lemming: #24 East,6'1/170,2006,Steve Breaston,2nd Day (Rnd 4-7),5th,True,4* (#30 QB),Former players,Former players,6.0 (#8 ATH),SL,Offense,38,4.16
SL,-,BlueChip Illustrated: #15 WR,1994 (Moeller),1990-'94 (Moeller),"Lemming: #30 WR, #46 MW",5'10/178,1995,Anthony Williams,Not Drafted,Not Drafted,True,Superprep: #31 MW,Former players,Former players,-,SL,Offense,39,4.16
WR,"0.9 (#19 WR), #215 OVR",-,2002 (Carr),1995-'07 (Carr),Lemming: #22 WR,6'2/180,2006,Carl Tabb,Not Drafted,Not Drafted,True,4* (#28 WR),Former players,Former players,"5.7 (#30 WR), #3 MI",WR,Offense,40,4.12
WR,"0.915 (#28 WR), #221 OVR","93 (#26 WR), #199 OVR",2012 (Hoke),2011-'14 (Hoke),"78 (#82 WR), #67 MW",6'2/205,2016,Amara Darboh,1st Day (Rnd 1-3),3rd,True,"4* (#32 WR), #205 OVR",Former players,Former players,"5.8 (#30 WR), #215 OVR",WR,Offense,41,4.11
SL,"0.9079 (#32 WR), #226 OVR",-,2008 (Rodriguez),2008-'10 (Rodriguez),"81 (#18 ATH), #180 OVR",5'9/170,2011,Terrence Robinson,Not Drafted,Not Drafted,True,"4* (#16 RB), #160 OVR",Former players,Former players,"5.8 (#9 APB), #34 TX",SL,Offense,42,4.1
WR,"0.9141 (#37 WR), #226 OVR","87 (#105 WR), #713 OVR",2021 (Harbaugh),2015-> (Harbaugh),"84 (#25 WR), #140 OVR",6'2/187,On Team,Cristian Dixon,Still in High School,2026,True,-,Current players,Current players,"5.8 (#33 WR), #202 OVR",WR,Offense,43,4.08
WR,"0.9069 (#10 TE), #260 OVR","90 (#10 TE), not ranked",2012 (Hoke),2011-'14 (Hoke),"81 (#5 TE), #203 OVR",6'5/215,2014,Devin Funchess,1st Day (Rnd 1-3),2nd,True,"4* (#8 TE), #221 OVR",Former players,Former players,"5.7 (#14 TE), #9 MI",WR,Offense,44,4.07
SL,"0.9004 (#41 WR), #303 OVR","92 (#30 WR), #233 OVR",2019 (Harbaugh),2015-> (Harbaugh),"80 (#26 ATH), #56 West",5'9/183,2020,Giles Jackson,Still in College,2024,True,-,Former players,Former players,"5.8 (#37 WR), #233 OVR",SL,Offense,45,4.03
WR,-,Athlon's: #43 Big Ten,1996 (Carr),1995-'07 (Carr),"Lemming:
 #20 WR, #39 SE (AA)",6'3/215,1997,Jerry Dioron-Johnson,Not Drafted,Not Drafted,True,Superprep: #12 LA,Former players,Former players,-,WR,Offense,46,4.03
SL,"0.9203 (#7 APB), #194 OVR","94 (#7 APB), #169 OVR",2012 (Hoke),2011-'14 (Hoke),"75 (#80 RB), #160 MW",5'7/175,2014,Dennis Norfleet,Not Drafted,Not Drafted,True,"4* (#19 RB), #163 OVR",Former players,Former players,"5.8 (#5 APB), #236 OVR",SL,Offense,47,4.01
SL,-,BCI: 2nd tm AA,1993 (Moeller),1990-'94 (Moeller),-,5'11/180,1993,Andre King,2nd Day (Rnd 4-7),7th,True,Superprep: #47 FL,Former players,Former players,-,SL,Offense,48,4.01
SL,"0.9043 (#12 ATH), #244 OVR",-,2009 (Rodriguez),2008-'10 (Rodriguez),"77 (#80 ATH), #310 SE",5'8/165,2013,Jeremy Gallon,2nd Day (Rnd 4-7),7th,True,3* (#45 WR),Former players,Former players,"5.9 (#11 ATH), #151 OVR",SL,Offense,49,4
SL,-,-,1990 (Moeller),1990-'94 (Moeller),Lemming: #41 WR,5'11/190,1994,Walter Smith,Not Drafted,Not Drafted,True,-,Former players,Former players,-,SL,Offense,50,3.99
WR,"0.8778 (#29 WR), #243 OVR",-,2005 (Carr),1995-'07 (Carr),-,6'3/195,2009,LaTerryal Savoy,Not Drafted,Not Drafted,True,4* (#35 WR),Former players,Former players,"5.7 (#30 WR), #10 LA",WR,Offense,51,3.96
WR,-,"BCI: #5 WR Midwest, All American",1995 (Carr),1995-'07 (Carr),"Lemming: #22 CB, #42 MW",6'0/175,1999,Kevin Bryant,Not Drafted,Not Drafted,True,Superprep: #38 MW,Former players,Former players,-,WR,Offense,52,3.96
SL,"0.8900 (#45 WR), #340 OVR","88 (#44 WR), #7 MI",2023,2015-> (Harbaugh),no rating,5'10/175,-1,Semaj Morgan,2027,2027,True,no ratings,Class of 2023,Commits,"5.8 (#39 WR), #5 MI",SL,Offense,53,3.95
WR,"0.8908 (#61 WR), #359 OVR","91 (#38 WR), #232 OVR",2020 (Harbaugh),2015-> (Harbaugh),"80 (#54 WR), #49 West",6'0/175,On Team,Roman Wilson,Still in College,2025,True,-,Current players,Current players,"5.7 (#80 WR), #4 HI",WR,Offense,54,3.9
WR,"0.8887 (#43 WR), #337 OVR","87 (#84 WR), not ranked",2013 (Hoke),2011-'14 (Hoke),"83 (#33 WR), #233 OVR",6'4/197,2015,Jaron Dukes,Not Drafted,Not Drafted,True,3* (#46 WR),Former players,Former players,"5.7 (#60 WR), #40 OH",WR,Offense,55,3.87
WR,"0.8764 (#43 WR), #351 OVR",-,2007 (Carr),1995-'07 (Carr),"78 (#34 WR), #NR West",6'1/177,2008,Zion Babb,Not Drafted,Not Drafted,True,4* (#55 WR),Former players,Former players,"5.7 (#42 WR), #48 CA",WR,Offense,56,3.86
SL,"0.8785 (#67 WR), #407 OVR","88 (#66 WR), #403 OVR",2016 (Harbaugh),2015-> (Harbaugh),"82 (#23 WR), #184 OVR",6'0/170,2017,Eddie McDoom,Still in College,2022,True,3* (#74 WR),Former players,Former players,"5.7 (#75 WR), #66 FL",SL,Offense,57,3.86
WR,-,-,2000 (Carr),1995-'07 (Carr),Lemming: #15 DUAL,6'2/190,2004,Jermaine Gonzales,Not Drafted,Not Drafted,True,"Superprep: #16 QB, #14 MW",Former players,Former players,3* (#51 QB),WR,Offense,58,3.85
WR,"0.8928 (#41 WR), #298 OVR","89 (#58 WR), not ranked",2014 (Hoke),2011-'14 (Hoke),"74 (#168 WR), #161 East",6'3/175,2015,Freddy Canteen,Not Drafted,Not Drafted,True,"4* (#31 WR), #172 OVR",Former players,Former players,"5.8 (#45 WR), #10 MD",WR,Offense,59,3.85
WR,-,-,2000 (Carr),1995-'07 (Carr),Lemming: #50,6'3/180,2000,James Taylor,Not Drafted,Not Drafted,True,Superprep: #35 MW,Former players,Former players,2* (#73 WR),WR,Offense,60,3.82
WR,"0.8863 (#51 WR), #374 OVR",-,2010 (Rodriguez),2008-'10 (Rodriguez),"77 (#99 WR), #NR MW",6'1/175,2012,Jerald Robinson,Not Drafted,Not Drafted,True,"4* (#40 WR), #259 OVR",Former players,Former players,"5.7 (#48 WR), #21 OH",WR,Offense,61,3.82
SL,"0.8843 (#52 WR), #368 OVR",-,2008 (Rodriguez),2008-'10 (Rodriguez),"78 (#56 WR), #162 SE",5'8/164,2011,Martavious Odoms,Not Drafted,Not Drafted,True,"4* (#49 WR), #293 OVR",Former players,Former players,"5.7 (#71 WR), #77 FL",SL,Offense,62,3.81
WR,"0.8687 (#68 WR), #497 OVR","87 (#91 WR), not ranked",2014 (Hoke),2011-'14 (Hoke),"80 (#59 WR), #39 MW",6'3/195,2017,Maurice Ways,Not Drafted,Not Drafted,True,3* (#58 WR),Former players,Former players,"5.7 (#58 WR), #6 MI",WR,Offense,63,3.8
WR,-,-,2001 (Carr),1995-'07 (Carr),Lemming: #49 WR,6'3/201,2004,Braylon Edwards,1st Day (Rnd 1-3),1st,True,Superprep: #57 MW,Former players,Former players,3* (#49 WR),WR,Offense,64,3.79
SL,"0.8743 (#59 CB), #595 OVR","88 (#52 CB), #513 OVR",2019 (Harbaugh),2015-> (Harbaugh),"80 (#25 ATH), #36 East",5'10/165,On Team,Mike Sainristil,Still in College,2024,True,-,Current players,Current players,"5.6 (#56 ATH), #2 MA",SL,Offense,65,3.78
SL,"0.8813 (#55 WR), #384 OVR",-,2008 (Rodriguez),2008-'10 (Rodriguez),"75 (#104 WR), #NR MW",6'0/154,2012,Roy Roundtree,Not Drafted,Not Drafted,True,3* (#89 WR),Former players,Former players,"5.8 (#44 WR), #17 OH",SL,Offense,66,3.77
WR,"0.8784 (#34 ATH), #526 OVR","87 (#52 ATH), #30 LA",2022 (Harbaugh),2015-> (Harbaugh),"80 (#45 WR), #127 SE",6'4/175,0,Amorion Walker,Still in High School,2026,True,"3* , 88, #NR Ovr
 #71 WR, #20 LA",Class of 2022,Commits,"5.7 (#40 ATH), #27 LA",WR,Offense,67,3.75
WR,"0.8634 (#74 WR), #562 OVR","88 (#66 WR), not ranked",2013 (Hoke),2011-'14 (Hoke),"76 (#121 WR), #112 MW",6'3/190,2013,Csont'e York,Not Drafted,Not Drafted,True,3* (#56 WR),Former players,Former players,"5.7 (#75 WR), #10 MI",WR,Offense,68,3.7
WR,"0.8755 (#81 WR), #527 OVR","88 (#69 WR), #462 OVR",2021 (Harbaugh),2015-> (Harbaugh),"77 (#115 WR), #86 MW",6'2/175,On Team,Andrel Anthony,Still in College,2025,True,-,Current players,Current players,"5.7 (#76 WR), #16 MI",WR,Offense,69,3.69
WR,"0.865 (#74 WR), #639 OVR","89 (#56 WR), not ranked",2012 (Hoke),2011-'14 (Hoke),"79 (#58 WR), #91 Midlands",6'3/185,2016,Jehu Chesson,2nd Day (Rnd 4-7),4th,True,3* (#82 WR),Former players,Former players,"5.6 (#91 WR), #11 MO",WR,Offense,70,3.67
SL,"0.8573 (#102 WR), #672 OVR","92 (#40 WR), #243 OVR",2016 (Harbaugh),2015-> (Harbaugh),"72 (#180 WR), #613 SE",5'11/175,2017,Nate Johnson,Still in College,2022,True,3* (#74 WR),Former players,Former players,"5.7 (#79 WR), #19 TN",SL,Offense,71,3.65
